"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"225852_at",478.861482413323,1654.51228707392,4.65596718468636,1.26725586307505e-05,0.000238874136836539,-3.74879395482639,"ANKRD17"
"204341_at",-87.1074510941652,299.699068495382,-4.65190018679263,1.2870610599785e-05,0.000242185772465322,-3.75004518402836,"TRIM16"
"238532_at",-60.5064618452132,117.435075962383,-4.65186101608287,1.28725326587395e-05,0.000242185772465322,-3.75005723409891,"DPF3"
"225832_s_at",145.969145231426,599.117017936321,4.65155727325981,1.28874464203673e-05,0.000242188655587313,-3.75015067376163,"DAGLB"
"219627_at",121.721482726264,559.323821749779,4.65136340776122,1.28969739875508e-05,0.000242188655587313,-3.75021031155104,"ZNF767P"
"206263_at",-103.138796243219,404.205005088996,-4.64975032422747,1.29765152692829e-05,0.000243453098791448,-3.75070651811215,"FMO4"
"231475_at",-49.3011022085209,148.127717775207,-4.64876735164388,1.30252192970731e-05,0.000244137169587903,-3.75100887852987,"TBC1D21"
"225713_at",148.494668503487,571.716980528182,4.64731816325303,1.3097347414781e-05,0.000245258591073219,-3.75145462469193,"STK11IP"
"212480_at",185.216042861874,745.83330800314,4.64679450801375,1.3123505814015e-05,0.000245517895355442,-3.75161568604614,"SPECC1L"
"222119_s_at",517.691600754847,2285.96694175735,4.64603128761965,1.31617222730835e-05,0.000245927932989037,-3.75185042482247,"FBXO11"
"224653_at",362.833943547344,1385.73388769454,4.64586453567204,1.31700863677627e-05,0.000245927932989037,-3.75190171070245,"EIF4EBP2"
"218734_at",260.735390961089,859.505996683783,4.64539990352067,1.31934190638874e-05,0.000245933560090707,-3.75204461021182,"NAA40"
"223982_s_at",-495.508277030186,2111.13156617665,-4.64536742890438,1.31950513612323e-05,0.000245933560090707,-3.75205459781411,"PNPLA8"
"214427_at",-233.516622158761,1204.30546559822,-4.64505557506974,1.32107363120348e-05,0.000245995998385536,-3.75215050813495,"NOP2"
"201738_at",-1304.23140465792,5410.83279660082,-4.64452829654686,1.32372974541423e-05,0.000246260655902948,-3.75231266940135,"EIF1B"
"214757_at",102.482028023448,259.262034676597,4.64069034076902,1.34322004791965e-05,0.000249527868661762,-3.75349290688767,"PMS2P2"
"204076_at",940.313901402927,2871.88810423121,4.64057805076097,1.34379446895017e-05,0.000249527868661762,-3.75352743528577,"ENTPD4"
"226566_at",142.796406624091,686.914533273266,4.6393867632877,1.3499032339789e-05,0.00025042902507201,-3.75389373839011,"TRIM11"
"228209_at",59.1112532936802,180.91089505816,4.63744419802266,1.35992237313323e-05,0.000252053270328959,-3.7544910107858,NA
"203567_s_at",798.529338962629,3564.01152280704,4.63604188492987,1.36719993156879e-05,0.000253166835982139,-3.75492214521548,"TRIM38"
"1555215_a_at",-109.309846542246,301.278859898555,-4.63558500860625,1.3695791365749e-05,0.000253372140266357,-3.7550626044043,"HRH3"
"209042_s_at",501.75265489345,1817.03438562173,4.63451044323516,1.37519085524605e-05,0.000254174524802335,-3.7553929518601,"UBE2G2"
"35150_at",-314.230794987215,1180.40362072728,-4.63226849179856,1.38697105466425e-05,0.000256114479103418,-3.75608213602844,"CD40"
"223387_at",171.186725431113,1155.58437266757,4.63147329831637,1.39117285983577e-05,0.00025665273213418,-3.75632656644742,"ZFYVE1"
"205025_at",87.1404285930874,349.883670817695,4.63067178124231,1.3954205933765e-05,0.000257198455579553,-3.75657293267696,"ZBTB48"
"204790_at",-178.626171393873,561.196421030849,-4.62962472223953,1.40098859180274e-05,0.00025777801215774,-3.75689476026691,"SMAD7"
"225325_at",-236.981533649271,1425.03805417092,-4.62953104571863,1.40148779081452e-05,0.00025777801215774,-3.75692355233181,"MFSD6"
"232586_x_at",85.9112771169373,154.557951990564,4.62935194799932,1.40244267758686e-05,0.00025777801215774,-3.75697859883152,"XNDC1N"
"213799_s_at",176.709605404228,506.444204950221,4.62771777243604,1.41118478008889e-05,0.000258977997601795,-3.75748085160985,"PTPRA"
"1554258_a_at",-71.8051911410674,189.04973829456,-4.62764628964805,1.41156838686833e-05,0.000258977997601795,-3.75750282059705,"DNAJC5B"
"1553993_s_at",-563.996632911202,2077.14204561317,-4.62714235295214,1.41427559965039e-05,0.000259236197461651,-3.75765769492783,"MED25"
"218075_at",111.100035171965,301.601805194819,4.62584230169961,1.42128295492843e-05,0.000260281413867197,-3.75805722359248,"AAAS"
"217719_at",4565.87059447775,18550.4922002919,4.62551847942469,1.42303361696816e-05,0.000260362930488037,-3.75815673658335,"EIF3L"
"238638_at",121.480738256296,294.056475632908,4.62357667866886,1.43357549273777e-05,0.000261997295474438,-3.7587534387029,"SLC37A2"
"202447_at",-739.764248869694,4061.76984375431,-4.6233898382727,1.43459382569366e-05,0.000261997295474438,-3.75881085097582,"DECR1"
"218274_s_at",185.384320326675,552.041890750224,4.6227285537525,1.4382036611829e-05,0.000262416245333674,-3.75901404678862,"ANKZF1"
"229685_at",-64.9713164757791,207.343514836203,-4.621568477402,1.44455764200326e-05,0.00026328213671255,-3.7593704952217,NA
"242304_at",-262.308455961161,1283.70851674277,-4.62138053071285,1.4455896289437e-05,0.00026328213671255,-3.75942824266584,"PYM1"
"217916_s_at",-1501.3458132299,4498.39427502378,-4.61996281409347,1.4533972067877e-05,0.000264462595756999,-3.75986382789523,"CYRIB"
"225651_at",-370.907308061627,1065.89917050421,-4.615707415199,1.47707912244955e-05,0.000268526790692902,-3.76117112120381,"UBE2E2"
"1558881_at",-47.0171941733404,80.9071494836572,-4.61213180814324,1.4972673109801e-05,0.000271949016237487,-3.76226939810436,"LINC00924"
"222819_at",49.4945626094454,226.633166785261,4.61130086077987,1.50199714938057e-05,0.000272559864878041,-3.76252460687963,"CTPS2"
"209364_at",-88.1049842860868,320.608340314861,-4.60941914818977,1.51276175580995e-05,0.000274263706328343,-3.76310250420711,"BAD"
"228715_at",-31.7823249099906,93.5525573217787,-4.60858661030774,1.51754828261518e-05,0.000274877289468845,-3.76335817236493,"ZCCHC12"
"228358_at",51.8163303055047,120.311083373794,4.60835148795941,1.518902737776e-05,0.000274877289468845,-3.76343037562298,"SOX12"
"202168_at",-388.990339225967,2620.82765888538,-4.60726994489812,1.52514825438009e-05,0.000275757313119693,-3.76376249533783,NA
"205788_s_at",1402.59058039964,6661.47676742875,4.60604676732093,1.53224171424016e-05,0.000276788917636698,-3.76413808985309,NA
"206558_at",-50.2841618805679,113.22125133735,-4.60569130503699,1.53430911513562e-05,0.000276911553693663,-3.76424723609242,"SIM2"
"202495_at",-494.224647170248,1620.20573654339,-4.60465761497793,1.54033655572241e-05,0.000277623634454152,-3.76456462579191,"TBCC"
"1552899_at",-71.3463232204588,127.380843834327,-4.60453744143808,1.54103877721881e-05,0.000277623634454152,-3.76460152361413,"LINC01312"
"222398_s_at",687.144559182898,3545.32054962292,4.60305734313718,1.5497131125652e-05,0.000278730462090374,-3.76505595435876,"EFTUD2"
"207220_at",-29.6459234203272,55.2339484515066,-4.60301229786745,1.54997784916123e-05,0.000278730462090374,-3.76506978404359,"ART4"
"209036_s_at",1100.52030755657,5204.6819894068,4.60113247748084,1.56106503000292e-05,0.000280471350390524,-3.76564689812941,"MDH2"
"231333_at",-102.508979163627,284.492696826929,-4.60024498826417,1.56632616764714e-05,0.000281163301182601,-3.76591934562168,"LINC01723"
"221221_s_at",136.400627045322,349.583725324063,4.59902229415954,1.57360264846998e-05,0.000282215446208964,-3.76629467969559,"KLHL3"
"236033_at",-11.9953691278268,22.9837002978514,-4.59821924172795,1.57839961167619e-05,0.000282821414695942,-3.7665411844347,"ASB12"
"225105_at",-969.987965668376,1990.33029037875,-4.59689882608361,1.58631788350681e-05,0.000283985076757418,-3.76694648040624,"C12orf75"
"233461_x_at",292.077194171987,647.224000334361,4.59639549326775,1.58934641386764e-05,0.000284122198226118,-3.76710097023394,"ZNF226"
"1568634_a_at",-33.5064496058686,95.2154341188767,-4.59629808289683,1.58993317565235e-05,0.000284122198226118,-3.76713086837865,"LRRC66"
"211961_s_at",-929.57432004121,5257.11220109983,-4.59519041825468,1.59662012461614e-05,0.000285061729142522,-3.76747083485303,"RAB7A"
"206012_at",-48.3678726844852,93.3620602378877,-4.5943410863233,1.60176601403653e-05,0.000285562602880774,-3.76773150240322,"LEFTY2"
"214507_s_at",133.677189055001,220.80078295376,4.5942548681865,1.60228928758755e-05,0.000285562602880774,-3.76775796298587,"EXOSC2"
"227968_at",143.215419926176,483.322575706935,4.59361615293314,1.60617093945806e-05,0.000285968463969224,-3.76795398338653,"GATD1"
"219087_at",-30.3011563373705,51.1037810936962,-4.59300813859744,1.60987449518684e-05,0.000285968463969224,-3.76814057672147,"ASPN"
"233043_at",-60.5240673910458,65.4768815002785,-4.59281561263264,1.61104894281493e-05,0.000285968463969224,-3.76819965993552,NA
"200955_at",346.66548115767,2002.454670328,4.59277790470806,1.61127906624619e-05,0.000285968463969224,-3.76821123185157,"IMMT"
"202292_x_at",-288.39602612372,1904.05756976238,-4.59270301190459,1.61173621572185e-05,0.000285968463969224,-3.76823421511403,"LYPLA2"
"230826_at",73.5330330010951,193.299239796868,4.59020725277872,1.62704268739988e-05,0.000288199113353506,-3.7690000763917,"MMD2"
"209723_at",-1216.84784347743,3689.47750873922,-4.59018196063997,1.62719852397357e-05,0.000288199113353506,-3.76900783724165,"SERPINB9"
"205219_s_at",79.8117504027242,336.594642826872,4.58793373561466,1.64110892895626e-05,0.000290404927863129,-3.76969766723066,"GALK2"
"228594_at",-201.765605262207,554.00535672556,-4.58568072559362,1.65516473402554e-05,0.000292331324997661,-3.77038889768862,"NADK2"
"202738_s_at",267.605756514302,1414.76533685571,4.585661192556,1.65528710392454e-05,0.000292331324997661,-3.77039489018797,"PHKB"
"210821_x_at",-68.8389434410159,260.059474266272,-4.5854847767643,1.65639270544731e-05,0.000292331324997661,-3.77044901218426,"CENPA"
"236001_at",-78.8117475977159,269.710397805856,-4.58444020379052,1.66295377122243e-05,0.000293229770640927,-3.77076946459369,"TMEM238L"
"225050_at",360.880717863085,1943.55873571788,4.5829499691342,1.6723577735697e-05,0.000294399376760927,-3.77122661100297,"ZNF512"
"240449_at",68.4665010820486,265.958984080777,4.58292129792572,1.672539206088e-05,0.000294399376760927,-3.77123540592897,"ZNF341"
"1562259_at",-32.4838034532836,75.8219228338049,-4.5815160677758,1.68145501445208e-05,0.000295707736800862,-3.77166644831327,"TEX9"
"222592_s_at",271.395677843514,1398.53320348956,4.58112151529593,1.68396662884027e-05,0.000295888515233141,-3.77178746913962,"ACSL5"
"218476_at",83.9751591332011,255.84224243925,4.58082143461755,1.68587929923832e-05,0.000295963828034418,-3.77187951128464,"POMT1"
"206828_at",541.798896947093,1159.75907799861,4.5794521195133,1.69463391478841e-05,0.000297239086742527,-3.77229949855361,"TXK"
"204771_s_at",176.062563323406,875.800044970157,4.57821472843394,1.70258303114548e-05,0.00029834181695749,-3.77267900113186,"TTF1"
"238511_at",62.4025013756208,154.182905297659,4.57800827917528,1.7039127990502e-05,0.00029834181695749,-3.77274231622093,"UBL7-DT"
"213778_x_at",175.995884891486,592.159999927785,4.57649256615756,1.71370663351444e-05,0.000299664715171053,-3.77320714640633,"ZNF276"
"202223_at",265.259166791421,703.871674758848,4.57637424742516,1.7144734493816e-05,0.000299664715171053,-3.77324343040394,"STT3A"
"222028_at",104.343585401707,650.352642799619,4.57473226481496,1.72514947468394e-05,0.000301199011796203,-3.77374694632789,"ZNF45"
"223293_at",78.3753546359675,242.624720005043,4.57456015782563,1.72627222826586e-05,0.000301199011796203,-3.77379972101447,"WDR24"
"223056_s_at",151.116355540315,621.54379267857,4.57396534015461,1.73015803271526e-05,0.000301613126280073,-3.77398211210044,"XPO5"
"1560281_a_at",-151.268738591586,311.396597972707,-4.57342892638569,1.73366957785061e-05,0.000301961330926417,-3.77414659044605,"TMEM95"
"225465_at",-81.4392769141484,200.830698379684,-4.57284771553442,1.73748218829638e-05,0.000302361320080233,-3.77432480029943,"MAGI1"
"221859_at",-73.2898132466373,203.905661495434,-4.57139925184059,1.74701922710777e-05,0.000303755923680996,-3.77476890559195,"SYT13"
"1569722_s_at",-31.8177816519045,64.0131582031337,-4.57003984921674,1.75601607404613e-05,0.000305054255790087,-3.77518567821811,"PROSER2-AS1"
"238454_at",72.4070065651872,154.833869892425,4.56846310048436,1.76650770397748e-05,0.000306609774938407,-3.77566905413634,"ZNF540"
"206218_at",-32.6340619224387,88.3132266010029,-4.56785205718357,1.7705898999043e-05,0.00030705108151123,-3.7758563694068,"MAGEB2"
"232527_at",632.026480550118,1667.65841975583,4.56727417099002,1.77445900627515e-05,0.000307454699931757,-3.77603351563546,"PSMD6-AS2"
"239186_at",-185.34062445138,497.567721583158,-4.56406716047652,1.79608040223832e-05,0.000310887071501941,-3.77701651434684,"SERPINB9P1"
"1558914_at",-76.1517291870603,258.16053532635,-4.56387463168542,1.79738651878723e-05,0.000310887071501941,-3.77707552289388,"DESI2"
"239413_at",108.651223282401,333.593452306815,4.56327315876985,1.80147285569791e-05,0.00031132385754925,-3.77725986625975,"CEP152"
"1565454_at",-119.102304150019,498.119739160418,-4.56232181803237,1.80795456820338e-05,0.000312101124843254,-3.77755142916061,"XAGE-4"
"221571_at",143.170066327085,473.764977504039,4.56176568150859,1.8117541360848e-05,0.000312101124843254,-3.7777218657155,"TRAF3"
"225850_at",-775.643785916352,3694.06540282472,-4.56175162714205,1.81185025692823e-05,0.000312101124843254,-3.77772617283565,"SFT2D1"
"203602_s_at",141.337873821637,528.543930832221,4.56157133174645,1.81308377506578e-05,0.000312101124843254,-3.77778142616248,"ZBTB17"
"204264_at",-148.134162091374,544.28320287415,-4.56146738172394,1.81379533517189e-05,0.000312101124843254,-3.7778132824808,"CPT2"
"1557666_s_at",-98.8725077157408,275.258903142282,-4.55973779614075,1.82567456147116e-05,0.000313874377408787,-3.77834330577768,"AK8"
"212553_at",-551.369073164571,1429.45595457298,-4.55854115081438,1.83393757294358e-05,0.000315023402387715,-3.77870998764285,"RPRD2"
"225384_at",82.0710401090063,326.813357597153,4.55701946087193,1.8444974953974e-05,0.000316564660505253,-3.77917624234609,"DOCK7"
"202824_s_at",-500.143872798007,3210.4792204478,-4.55607239876538,1.85109949284392e-05,0.000317424567375635,-3.77946641134673,"ELOC"
"203327_at",224.321612321758,890.295875023731,4.55554811206566,1.8547641653091e-05,0.000317779740109617,-3.77962704138728,"IDE"
"226233_at",-191.583437555678,632.527660617391,-4.55427464925792,1.86369478899189e-05,0.000319035752591117,-3.78001718661495,"B3GALNT2"
"215794_x_at",192.740678805023,757.547782538104,4.55298664145067,1.87276985193372e-05,0.000320314315241117,-3.78041176472701,"GLUD2"
"226214_at",-492.907587927686,1501.21792983841,-4.54700898716103,1.91545159455842e-05,0.000327092533282697,-3.78224269805836,"GDE1"
"228460_at",-212.174269932425,852.395916774531,-4.5469773360901,1.91568008260638e-05,0.000327092533282697,-3.78225239131562,"ZNF319"
"218153_at",534.259648991389,2152.21665434598,4.54643852715136,1.91957378587504e-05,0.00032747698897952,-3.78241740135519,"CARS2"
"218255_s_at",-154.997710951009,672.852836344734,-4.54558475987343,1.92575926331078e-05,0.000328251427249631,-3.78267885880856,"FBRS"
"207265_s_at",-64.4602914963441,179.243216633945,-4.54325219069966,1.94275729338278e-05,0.000330866000870476,-3.78339313114711,"KDELR3"
"203586_s_at",-70.9371310920027,245.102924758924,-4.54220861007097,1.95040917772167e-05,0.00033188575282682,-3.78371266810311,"ARL4D"
"202854_at",-478.888193928707,2836.60930456912,-4.54122380849901,1.95765688346697e-05,0.000332835048823374,-3.78401419302652,"HPRT1"
"1569003_at",-1740.26052830316,2104.65171138447,-4.5400611964012,1.96624682925677e-05,0.000334010736932435,-3.78437014177798,NA
"227007_at",166.080916310796,485.025586326235,4.53889450303283,1.97490368202105e-05,0.000335195779834433,-3.78472732054062,"TMCO4"
"1557345_at",-19.3650143634635,20.6378738860491,-4.53293035432423,2.01973840641801e-05,0.00034251397142172,-3.78655291533872,NA
"221453_at",47.3503468518128,146.404036103871,4.5276602525315,2.06017612996258e-05,0.000349074703142257,-3.78816563632843,"G6PC2"
"1560198_at",96.2633810655722,210.357928210591,4.52443108165956,2.08534051291204e-05,0.00035277050125162,-3.78915360482023,"LINC00523"
"208094_s_at",155.815451249006,664.559509105548,4.52440743866225,2.08552585356095e-05,0.00035277050125162,-3.78916083785767,"YJU2B"
"204943_at",-105.093426596191,164.22545138248,-4.52356470505481,2.09214259945735e-05,0.00035355362320011,-3.78941864767419,"ADAM12"
"223322_at",2148.58558506643,8708.56413652843,4.52336657284304,2.09370119339784e-05,0.00035355362320011,-3.78947925893977,"RASSF5"
"1554222_at",-61.5826812299544,65.2952144984911,-4.52266777513855,2.09920723386366e-05,0.000354183501395457,-3.78969302578998,"TMEM277P"
"201833_at",-301.838791366423,2027.57056287837,-4.52223764876679,2.10260331005675e-05,0.000354456617180572,-3.78982460072061,"HDAC2"
"225982_at",-193.107332262104,1053.79840348107,-4.5218462707864,2.10569807650405e-05,0.00035467851976115,-3.78994432021303,"UBTF"
"205704_s_at",97.8458631249218,480.041864068892,4.52008273308918,2.11969788755668e-05,0.000356735316215551,-3.79048374467681,"ATP6V0A2"
"216963_s_at",-83.0926551442137,212.177519990037,-4.51473218770366,2.16272768125118e-05,0.000363584986142045,-3.79212006790086,"GAP43"
"208979_at",243.604244968903,1723.77234803399,4.51457009046494,2.16404441934818e-05,0.000363584986142045,-3.79216963442296,"NCOA6"
"1553891_at",-49.8897588536283,108.762602966372,-4.51357227090971,2.17216698139133e-05,0.000364642475672453,-3.7924747416913,"KLF17"
"202536_at",-309.265388795274,1614.86861562763,-4.51333823919412,2.17407634806104e-05,0.00036465605222356,-3.79254630035143,"CHMP2B"
"1552889_a_at",-162.977223059473,564.371641639842,-4.51229492976663,2.18260808942128e-05,0.000365380825103724,-3.79286529768993,"EXOC3L2"
"230769_at",-77.0018892902723,182.496037902573,-4.51201937130878,2.18486690350721e-05,0.000365380825103724,-3.79294954841861,"DENND2C"
"226451_at",56.4985619637725,238.933590585063,4.5119905751039,2.18510308318548e-05,0.000365380825103724,-3.79295835265998,"FDX2"
"210020_x_at",-56.0313317124377,153.342528113775,-4.51191464768262,2.18572594067464e-05,0.000365380825103724,-3.79298156688675,"CALML3"
"203375_s_at",445.45203886429,1680.00130727119,4.51121427410094,2.19147945811501e-05,0.000366035802623012,-3.79319569666783,"TPP2"
"233893_s_at",493.239230294652,1350.43248426048,4.51027194581464,2.19924379110252e-05,0.000366840179496753,-3.79348378924,"UVSSA"
"204328_at",838.365322542651,2968.50184409694,4.51008312281366,2.20080280663234e-05,0.000366840179496753,-3.79354151540135,"TMC6"
"1552924_a_at",126.202022366892,204.014312773925,4.50978447060088,2.20327081410064e-05,0.000366840179496753,-3.79363281698775,"PITPNM2"
"213099_at",108.789616527251,451.358594748362,4.50973824104606,2.20365308648202e-05,0.000366840179496753,-3.79364694980101,"ANGEL1"
"227601_at",258.952410840001,1156.47003789994,4.50514379801288,2.24196704635298e-05,0.000372906995875042,-3.7950513541856,"METTL14"
"220742_s_at",353.068261768903,2511.51313404633,4.50412406755666,2.2505579445868e-05,0.000374023975740789,-3.79536301666259,"NGLY1"
"214703_s_at",354.521484927261,1394.63839845645,4.50331782465695,2.2573728629505e-05,0.000374695210748054,-3.79560941932521,"MAN2B2"
"238060_s_at",-50.8513450890641,127.120222067446,-4.50320188280022,2.25835452699775e-05,0.000374695210748054,-3.79564485247982,"B4GALNT4"
"202371_at",-238.234749100864,760.699917668115,-4.50224571376135,2.26646607701232e-05,0.00037572845364802,-3.79593706087943,"TCEAL4"
"236224_at",-776.885283247066,2034.85171284301,-4.50122485244996,2.27515761177151e-05,0.00037685604860099,-3.79624902413528,"RIT1"
"216933_x_at",127.846455413964,275.001228019948,4.5003153776775,2.28292801941662e-05,0.000377829323578636,-3.79652693563023,"APC"
"213089_at",510.580823037917,943.56246992553,4.49945652181452,2.29028956237095e-05,0.000378733372656416,-3.7967893677668,NA
"201183_s_at",436.720907382653,1871.38655801299,4.49838359226909,2.29951833839992e-05,0.000379944442607371,-3.79711719650171,"CHD4"
"223993_s_at",-1468.95780033441,4601.03377470309,-4.49429141007003,2.33504921583484e-05,0.000385415475037931,-3.79836738264445,"CNIH4"
"205748_s_at",271.734425508541,1015.99672327063,4.49412611239126,2.33649555894729e-05,0.000385415475037931,-3.79841787668398,"RNF126"
"231088_at",43.4070324300401,72.2890578281771,4.4928504556535,2.34768671353821e-05,0.00038694145560407,-3.79880754173542,"MORF4L2-AS1"
"205929_at",166.420646398784,377.523956463121,4.49141770014173,2.36031802406644e-05,0.000388702083847705,-3.79924516470231,"GPA33"
"204045_at",-226.904250612914,725.789233250831,-4.49044374874891,2.36894205573736e-05,0.000389509490626394,-3.79954263180411,"TCEAL1"
"213404_s_at",-836.3508514357,2358.70696696818,-4.49042289160076,2.36912707280658e-05,0.000389509490626394,-3.7995490018957,"RHEB"
"227267_at",178.679237430146,624.460356034431,4.48854150834313,2.38587395668725e-05,0.000391939739029768,-3.800123577442,"POC5"
"242871_at",-29.5257498558347,39.0748417739701,-4.48783354137984,2.39220549512948e-05,0.000392061892286103,-3.80033977679398,"PAQR5"
"231008_at",57.0951733013118,216.755621443938,4.48781046339187,2.39241216160368e-05,0.000392061892286103,-3.80034682423243,"UNC5CL"
"211040_x_at",304.156258721537,933.255301634553,4.4877989487631,2.39251528311783e-05,0.000392061892286103,-3.80035034050803,"GTSE1"
"209127_s_at",431.733426274458,1265.59382555243,4.4852268444297,2.41565855133831e-05,0.000395529380043841,-3.80113574442423,"SART3"
"1554240_a_at",2111.80692343731,7401.74200544353,4.48482594263549,2.41928527264905e-05,0.000395798246041345,-3.80125815238254,"ITGAL"
"208713_at",-785.964549970804,3612.8573517226,-4.48457287678371,2.42157732596185e-05,0.000395848496816862,-3.80133542007962,"HNRNPUL1"
"203501_at",-328.521647172125,1015.58907827865,-4.48415699759697,2.42534857452809e-05,0.000396140267172922,-3.80146239682959,"CPQ"
"225284_at",-555.526717330215,2132.96530494391,-4.4839050616642,2.42763593138783e-05,0.000396189389358981,-3.8015393169123,"DNAJC3"
"221490_at",-273.358023018346,1274.41945273618,-4.48170931956358,2.44766005112682e-05,0.000399130698279821,-3.80220967032826,"UBAP1"
"226173_at",-132.228626091846,635.235500654412,-4.47995597554359,2.46376456158368e-05,0.00040142856741555,-3.80274490689065,"TBC1D25"
"219841_at",-39.3085031308496,52.629356428225,-4.47752979196256,2.4862185705023e-05,0.000404756383277774,-3.8034854591877,"AICDA"
"212943_at",573.039796024049,2151.76658532274,4.47634015854097,2.49730080137519e-05,0.000406228954990419,-3.80384854129308,"C2CD5"
"1556319_at",59.9441690823524,164.024283396673,4.47565962331074,2.50366195026758e-05,0.000406931787075684,-3.80405623405912,"TRIM44"
"1555777_at",-22.0569478958034,40.6338873853394,-4.47521319241807,2.50784338712748e-05,0.00040727948427918,-3.80419247648576,"POSTN"
"200803_s_at",1417.20483314668,8472.64659195306,4.47498835998447,2.509951812246e-05,0.000407290227759332,-3.80426108998459,"TMBIM6"
"1557465_at",70.200786605594,169.743314111744,4.47410444401503,2.51825762908163e-05,0.000408305787778658,-3.80453083233974,"TMEM272"
"202502_at",-742.438506422101,2277.34296703768,-4.47315861144015,2.52717474758497e-05,0.000409418732665208,-3.80481945596852,"ACADM"
"222124_at",-60.2139755214544,82.6322783528491,-4.47205445687354,2.53762320255894e-05,0.000410777755914229,-3.8051563741389,"HIF3A"
"240320_at",-57.3965212554936,112.200572759221,-4.47158853010115,2.54204474714405e-05,0.000411159759872619,-3.80529853974726,"RNF212B"
"228268_at",-64.9456101552043,185.942948099599,-4.47133868206822,2.54441882483933e-05,0.000411210248166699,-3.80537477305253,"FMO2"
"210861_s_at",-31.5862903308969,36.2757296651733,-4.46976752127463,2.55939743742904e-05,0.000413296057446537,-3.80585414090399,"CCN6"
"225473_at",-63.065820726106,253.840007065278,-4.46849271691083,2.57161349407171e-05,0.000414811255994711,-3.80624306035045,"MTCL2"
"230279_at",-100.071709656618,466.499669471559,-4.4680919350015,2.57546572193904e-05,0.000414811255994711,-3.80636532622744,"LINC01504"
"225877_at",87.6418259538182,269.42924043824,4.46785194134798,2.57777516406158e-05,0.000414811255994711,-3.80643853947262,"TYSND1"
"204474_at",124.613635901688,530.288931247691,4.4678204695561,2.57807816367964e-05,0.000414811255994711,-3.80644814029191,"ZNF142"
"211337_s_at",109.866316040748,590.312534067292,4.46766748701334,2.57955151874091e-05,0.000414811255994711,-3.8064948090893,"TUBGCP4"
"228866_at",242.727658511317,595.353673436671,4.46749015143349,2.5812604356889e-05,0.000414811255994711,-3.80654890654878,NA
"200077_s_at",2691.41665423286,33137.2228854778,4.46530544582359,2.60240383320016e-05,0.00041787229988334,-3.80721532515374,"OAZ1"
"1556291_at",-212.193290084691,446.083260450171,-4.46356343930545,2.61938296675683e-05,0.000420260293692933,-3.80774664901825,"POM121L12"
"1564490_at",-55.6293528356893,142.185730330543,-4.46304928991888,2.62441479956549e-05,0.000420729134628091,-3.80790345880546,"LINC01165"
"220133_at",-38.2456768659993,57.5454375283894,-4.46191785600136,2.6355208186484e-05,0.000422170214347832,-3.80824851852105,"ODAM"
"224425_x_at",-49.8539268790837,143.395271181344,-4.46126662234927,2.64193388078563e-05,0.00042285784417743,-3.8084471195697,"ACTR3BP2"
"200068_s_at",1187.47391797128,7193.84291331047,4.45907853839435,2.66359208343046e-05,0.000425982493342852,-3.80911435053157,"CANX"
"200056_s_at",-666.995864470148,1880.97304278051,-4.45821180684356,2.67221868281609e-05,0.000427019689033664,-3.80937862900813,"C1D"
"233917_s_at",178.767417065987,520.995193822039,4.45694282077926,2.68489776902685e-05,0.000428702291494816,-3.80976553861024,"MOV10"
"225980_at",-181.819663904671,856.972779107346,-4.45509949738222,2.70341921201026e-05,0.000431314314760965,-3.81032751539154,"MIDEAS"
"1554302_s_at",-26.5919477337799,41.5634370997016,-4.45380281999504,2.71652212361681e-05,0.000433058359003118,-3.81072280241999,"LHFPL3-AS1"
"214678_x_at",-274.772735142926,718.706412084957,-4.45142582751348,2.74070152280442e-05,0.000436445877364412,-3.81144734841409,"ZFX"
"210454_s_at",-50.3223950995092,73.2746480269622,-4.45128422071842,2.74214854504141e-05,0.000436445877364412,-3.81149050957067,"KCNJ6"
"204757_s_at",135.306378472941,487.672021175018,4.45091066865995,2.7459692731939e-05,0.000436705464236889,-3.81160436510329,"C2CD2L"
"238504_at",-85.2021524834889,284.266179504768,-4.45024728489199,2.75276714218924e-05,0.000437437730013386,-3.81180655330673,"SDHAF4"
"1553347_s_at",-68.5754825898043,93.4736975979499,-4.44920264554404,2.76350489276342e-05,0.000438512885331561,-3.81212492724774,NA
"209747_at",-69.3414726368406,278.683576724478,-4.4491613025724,2.76393068676615e-05,0.000438512885331561,-3.81213752694755,"TGFB3"
"232462_s_at",71.5768725895939,125.419581846935,4.44516983172877,2.80533968248804e-05,0.000444728849665017,-3.81335383751544,"A1BG-AS1"
"231734_at",-38.6866113657497,83.3254122511329,-4.4445597740229,2.81172134762882e-05,0.000445386487972688,-3.81353971582009,"RBP2"
"202205_at",-1292.42307082468,5294.16378657339,-4.44335266447005,2.82439008420726e-05,0.000447038186105916,-3.81390749166028,"VASP"
"222445_at",-257.955817153362,1470.43508197173,-4.43982680432718,2.86171169787015e-05,0.000452586172804317,-3.8149815949326,"SLC39A9"
"219988_s_at",-243.184119800161,1445.67525570852,-4.4379171343674,2.88212468529041e-05,0.000455453348643001,-3.81556326307893,"RNF220"
"208309_s_at",337.285625340755,1110.36290942859,4.43657873742629,2.8965151423875e-05,0.00045736501571365,-3.81597089064118,"MALT1"
