"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold","GeneSymbol"
"1563364_at",-1.1288507244675,3.29145110363914,-10.2799464881154,1.6421760531616e-18,7.60253816313382e-17,31.4567417931094,"TRUE",NA
"AFFX-HUMISGF3A/M97935_MA_at",1.06423365293962,8.57091114220551,10.2791398082217,1.64977772058654e-18,7.63126877098724e-17,31.4521699210927,"TRUE","STAT1"
"241916_at",1.78808756233281,6.458261613543,10.2778893571684,1.66163072739941e-18,7.67959932549134e-17,31.4450830366393,"TRUE",NA
"1556694_a_at",-1.37522025494215,3.73296170101258,-10.276054787221,1.67917465337185e-18,7.74758431840554e-17,31.434685830435,"TRUE",NA
"205569_at",2.34528902348404,8.2494194341635,10.2746191864874,1.69303215040154e-18,7.80493531392952e-17,31.4265498594072,"TRUE","LAMP3"
"242405_at",-1.17028961527161,7.38340015659814,-10.2737215956419,1.70175433011036e-18,7.83853563595482e-17,31.4214630041892,"TRUE",NA
"1552755_at",1.18724104961884,6.58736979650755,10.2631610534602,1.80780682066292e-18,8.29210049662293e-17,31.3616172019472,"TRUE","DOCK8-AS1"
"1554508_at",1.05404983404064,6.82156968597338,10.2564288918422,1.87883219649591e-18,8.58188390504709e-17,31.3234696802041,"TRUE","PIK3AP1"
"202869_at",2.29226369199628,9.94628525492165,10.2517340056315,1.93000654944453e-18,8.77896073967384e-17,31.2968677531851,"TRUE","OAS1"
"1561713_at",1.87409119428799,4.21360160523718,10.2509325532903,1.93888042900516e-18,8.81199396973045e-17,31.2923267245022,"TRUE",NA
"223952_x_at",1.70656307075821,9.52423401077077,10.2480262358826,1.97140299835221e-18,8.95236369891257e-17,31.2758598257234,"TRUE","DHRS9"
"1562280_at",-1.27365760096382,4.92356141764364,-10.2433052096905,2.02539776851894e-18,9.17469950238387e-17,31.2491119590915,"TRUE",NA
"236605_at",-1.09852292542955,5.30176091405299,-10.2389026588504,2.07707979767961e-18,9.36999487938387e-17,31.2241695810878,"TRUE","EIF3K"
"219799_s_at",1.75040923955573,9.71130384472786,10.2363554018952,2.10758150164154e-18,9.48411675738693e-17,31.2097387448305,"TRUE","DHRS9"
"206302_s_at",-1.66060430222148,8.64426279171902,-10.2269220944134,2.22448553789129e-18,9.97733771814652e-17,31.1562998851104,"TRUE",NA
"209383_at",1.13291415572163,8.60091188071956,10.2177750625276,2.3440205793868e-18,1.04619857288142e-16,31.1044875149324,"TRUE","DDIT3"
"215573_at",-1.28243877757974,4.56781520719583,-10.2174216073098,2.34876612969894e-18,1.04746156722096e-16,31.1024855009259,"TRUE","CAT"
"203153_at",2.55431982238784,11.3174052844159,10.2081115320256,2.47727835590346e-18,1.10118043991075e-16,31.0497546398449,"TRUE","IFIT1"
"240642_at",-1.03125827373337,3.62528830066209,-10.2069668745003,2.49355576857009e-18,1.10751552921665e-16,31.0432718135607,"TRUE","ZMYM2"
"242563_at",-1.38517546345888,5.57535583623781,-10.2052117386909,2.51872202267903e-18,1.11778511842513e-16,31.0333316580815,"TRUE",NA
"231813_s_at",-1.1096323497254,8.31132630608579,-10.2018738331446,2.56728486374107e-18,1.13656923016229e-16,31.014428024606,"TRUE","COG1"
"232556_at",-1.0029477111482,9.87031367253128,-10.1988082784059,2.61270837853502e-18,1.15480865478094e-16,30.997067366214,"TRUE",NA
"230048_at",1.44187790557459,8.10894382326341,10.1959800752174,2.65532623730081e-18,1.17175110592754e-16,30.9810513434384,"TRUE","IFRD1"
"215268_at",-1.32560364427946,6.54597318137373,-10.1902267767815,2.74417597459041e-18,1.2070621191531e-16,30.9484720320851,"TRUE",NA
"233302_at",-1.93982748746843,6.60067452258222,-10.1862388575258,2.80749827271701e-18,1.23392257283603e-16,30.9258906972851,"TRUE",NA
"1568997_at",-1.21054281863767,5.32228881301274,-10.1811068235338,2.8911386704864e-18,1.26966270529192e-16,30.8968322559612,"TRUE","POLR1E"
"242650_at",-1.14820936832707,5.79210057442531,-10.1808974068659,2.89460401371026e-18,1.27016432142543e-16,30.8956465363227,"TRUE",NA
"238461_at",1.05937852180449,9.77855505891864,10.1749764210667,2.99431699973587e-18,1.3106499139584e-16,30.8621229143173,"TRUE","EIF4E3"
"1557122_s_at",3.75526050664614,5.51040590594283,10.1747302688916,2.99853579189481e-18,1.3106499139584e-16,30.860729287074,"TRUE","GABRB2"
"229234_at",-1.26516411060063,4.92571868016862,-10.1687471592993,3.10292523556705e-18,1.35289024923946e-16,30.8268561248069,"TRUE","ZC3H12B"
"1564547_x_at",2.17103467966972,6.84699570351714,10.1546056260303,3.36430681433999e-18,1.45986884979396e-16,30.7468028313977,"TRUE",NA
"1556762_a_at",-1.1010484008118,5.42062346324735,-10.1534473097518,3.38666604309788e-18,1.468405756593e-16,30.7402462934834,"TRUE",NA
"228617_at",1.71433095618662,11.382165434702,10.1531595271291,3.3922441420344e-18,1.46965886264446e-16,30.7386173401952,"TRUE","XAF1"
"213943_at",1.51898820574625,4.9181958092113,10.1509279735174,3.43581087949367e-18,1.48735518476893e-16,30.7259861131624,"TRUE","TWIST1"
"239243_at",-1.11333843380943,5.05829920752377,-10.14861420915,3.48157253347154e-18,1.50478243689768e-16,30.7128898686041,"TRUE","ZNF638"
"222528_s_at",-1.43467386000956,11.6741554774644,-10.1457698178525,3.53866354266475e-18,1.52704364005679e-16,30.6967906437463,"TRUE","SLC25A37"
"217354_s_at",-1.27025045418536,5.0528596858872,-10.1263916444535,3.95328604030139e-18,1.69659273354379e-16,30.5871235739617,"TRUE","HPS1"
"1560741_at",-1.14155884544987,6.45917280499527,-10.1090835808994,4.36444483851895e-18,1.86718326718328e-16,30.4891915945761,"TRUE","SNRPN"
"218599_at",1.08127559168893,7.8335607868443,10.1039097440518,4.49544467086926e-18,1.92022216702951e-16,30.4599208000738,"TRUE","REC8"
"231665_at",-1.85689690597687,3.5524362546333,-10.1017243886607,4.55194944191119e-18,1.94132477173553e-16,30.4475577409165,"TRUE","ARG1"
"239635_at",-1.14808473535882,6.40680500527207,-10.0956396613893,4.71303966678332e-18,2.00221790039921e-16,30.4131366382309,"TRUE","RBM14"
"216176_at",-1.08842411445914,8.02757150185239,-10.0905095639334,4.85326968265918e-18,2.05859208610854e-16,30.384117684532,"TRUE",NA
"215647_at",-1.15764095153324,4.90538926182134,-10.0868329934307,4.95632260399851e-18,2.09742212363482e-16,30.3633218040804,"TRUE",NA
"236545_at",-1.19721206205678,8.85534772253107,-10.0827024156523,5.07470883218562e-18,2.14089278857831e-16,30.3399589507461,"TRUE",NA
"215513_at",-1.19692926193717,5.97622076126537,-10.0783166525909,5.20349988062786e-18,2.19015670495249e-16,30.3151539599848,"TRUE","HYMAI"
"209629_s_at",1.61549423713048,5.05346152666968,10.0775388172113,5.22667985444883e-18,2.19484424763433e-16,30.3107548104893,"TRUE","NXT2"
"214717_at",-1.11755583692174,6.5385189005522,-10.076112518218,5.26945255417361e-18,2.20941195091597e-16,30.3026882927075,"TRUE","LINC01963"
"232372_at",-1.18247525203116,5.11984200966349,-10.0756024037059,5.28483484786029e-18,2.21416356556905e-16,30.2998033422763,"TRUE",NA
"1569664_at",3.43161178465124,7.39820320948447,10.0735381264097,5.34754131235365e-18,2.23700704860701e-16,30.2881290042013,"TRUE",NA
"239989_at",1.0986746064415,5.2239997950262,10.0698124798483,5.46260081655084e-18,2.28339219912016e-16,30.2670596437086,"TRUE","CNTLN"
"211889_x_at",1.71968818554984,7.8662452126519,10.066650693046,5.5621828554791e-18,2.31969754098642e-16,30.2491797492007,"TRUE","CEACAM1"
"206638_at",-1.18964202766427,6.22297548926044,-10.058534169816,5.82619160924495e-18,2.42610073294339e-16,30.2032838492384,"TRUE","HTR2B"
"215816_at",1.3466396086411,5.85992183002056,10.0574130915545,5.86362725961398e-18,2.43983120562705e-16,30.1969449136606,"TRUE","GUSBP11"
"233437_at",2.91757131214889,5.05230725435892,10.0522112200398,6.04049705652217e-18,2.50603374044565e-16,30.1675329577982,"TRUE","GABRA4"
"234578_at",2.01627851744338,8.34323608432102,10.0521947528758,6.04106533133492e-18,2.50603374044565e-16,30.1674398534931,"TRUE",NA
"1560068_a_at",-1.61846172399935,3.70830038246225,-10.0515195393102,6.064412674007e-18,2.51381169788728e-16,30.1636222542053,"TRUE","LOC729870"
"237148_at",-1.07187938929892,3.33191057123552,-10.0490635229507,6.15009827484095e-18,2.54739866043128e-16,30.1497364059567,"TRUE",NA
"1555464_at",1.51794150449723,6.35202605521107,10.0420985632355,6.39972122742139e-18,2.64678334424557e-16,30.1103600470646,"TRUE","IFIH1"
"204187_at",-1.87794033695695,8.30084329941948,-10.0201603483822,7.25400586115693e-18,2.97981044672243e-16,29.9863538987774,"TRUE","GMPR"
"229498_at",-1.38433968768388,9.69237137070624,-10.0172935545347,7.37374140077884e-18,3.02672155471159e-16,29.9701517213702,"TRUE","MBNL3"
"219139_s_at",-1.20441368101953,4.83954001167496,-10.0123315314809,7.58566740347324e-18,3.10438896171332e-16,29.9421093335965,"TRUE","CROCCP3"
"210965_x_at",-1.08906688978026,6.0610557430012,-10.0093992356058,7.71375104589745e-18,3.1544453136458e-16,29.9255385497012,"TRUE","CDK13"
"226578_s_at",1.61561955270875,7.85535969665145,10.0074080257449,7.80195603478973e-18,3.18575015834301e-16,29.9142863043332,"TRUE","DUSP1"
"215242_at",-2.49267668082013,7.69710970085909,-10.0065555799103,7.84002403039209e-18,3.19890532732603e-16,29.9094692519346,"TRUE",NA
"223484_at",1.44788355937674,5.47757853093066,9.99577730208638,8.33764940272125e-18,3.38930097467497e-16,29.8485670756192,"TRUE","C15orf48"
"219364_at",1.42057049733847,7.38629965269072,9.98310842667773,8.96300655504373e-18,3.61662275569753e-16,29.7769925851645,"TRUE","DHX58"
"212285_s_at",1.45969917415669,7.56102198256245,9.97621015935233,9.3229802101465e-18,3.75356364499087e-16,29.7380246886877,"TRUE","AGRN"
"1552773_at",1.45225995062791,10.3168077424816,9.95988170354695,1.02335937881853e-17,4.10507513110076e-16,29.645799795629,"TRUE","CLEC4D"
"1554996_at",3.49189263439029,4.88757707256966,9.95640198279351,1.0438843384517e-17,4.18127298204004e-16,29.6261484401549,"TRUE",NA
"1556764_s_at",-1.06245029941367,4.36031669442569,-9.95597520267854,1.04642979758355e-17,4.18840037942023e-16,29.6237383050013,"TRUE",NA
"1557527_at",-1.14061101457487,5.76022608531324,-9.9523601164279,1.06824134332027e-17,4.26945142149383e-16,29.6033235306035,"TRUE",NA
"223093_at",-1.17494083566814,6.90521453220052,-9.95165678869688,1.07253728402806e-17,4.28348984691267e-16,29.5993518750833,"TRUE","ANKH"
"241035_s_at",-1.51757964094357,5.01698747959416,-9.95145938123481,1.07374614862322e-17,4.28518764058208e-16,29.5982371317801,"TRUE",NA
"222154_s_at",2.57602329994449,8.59604479449399,9.94099796885295,1.13979242076701e-17,4.52893536376716e-16,29.5391664953334,"TRUE","SPATS2L"
"217419_x_at",1.23732243298088,7.11035096690997,9.93809326114627,1.15883945854299e-17,4.6012743206854e-16,29.522766413246,"TRUE","AGRN"
"223298_s_at",1.07648002746259,11.1691485933372,9.93242871523961,1.19690204881012e-17,4.73521125316161e-16,29.4907859792136,"TRUE","NT5C3A"
"1555373_at",2.22099354025138,6.606671689595,9.92875338070058,1.22226300772105e-17,4.82855707710611e-16,29.4700373450163,"TRUE",NA
"1556206_at",2.05894899764592,5.20714828821501,9.92604006807976,1.24132913850579e-17,4.90033723088836e-16,29.4547203276574,"TRUE","LINC00408"
"225720_at",2.3324156375494,5.11080596024739,9.91727432438077,1.30497665499385e-17,5.14416716739645e-16,29.4052402731455,"TRUE","SYNPO2"
"1556186_s_at",-1.0549419547834,5.61525412459956,-9.91696102037641,1.30731084181659e-17,5.14965563950449e-16,29.4034718703925,"TRUE","EMC1"
"236571_at",1.16044423576641,6.39940347338739,9.91665093261916,1.30962516913966e-17,5.1550580361923e-16,29.4017216285779,"TRUE",NA
"233502_at",3.12884435886401,4.75423672130896,9.91388853200939,1.33042351037626e-17,5.2181424268165e-16,29.3861300097267,"TRUE",NA
"205389_s_at",-2.41267314824132,5.92673912066443,-9.90770947686113,1.37814706412432e-17,5.38215648078551e-16,29.3512560960158,"TRUE","ANK1"
"202073_at",-1.24904213506011,9.17340833072816,-9.90348801972223,1.41172966817772e-17,5.50522435958773e-16,29.3274323129909,"TRUE","OPTN"
"204285_s_at",1.15235982381428,8.17823781660851,9.90336998006343,1.41268034321017e-17,5.50522435958773e-16,29.3267661759003,"TRUE","PMAIP1"
"210473_s_at",-1.17770898285587,3.52979223783813,-9.90283002122039,1.41703724806097e-17,5.51827005254513e-16,29.3237190218925,"TRUE","ADGRA3"
"1564964_at",2.7979391452241,4.10520673659878,9.90148425873931,1.42795459105363e-17,5.55682685166245e-16,29.3161245663144,"TRUE",NA
"1560706_at",-1.09142312289335,6.52030812849463,-9.89765046408132,1.45951809910846e-17,5.66086764142484e-16,29.294490313513,"TRUE","NEDD9"
"214407_x_at",-3.2802788864902,6.41119941018471,-9.8864925314725,1.55539813028988e-17,6.01424277041012e-16,29.2315320628205,"TRUE","GYPB"
"222067_x_at",1.06241224748508,9.87526113803047,9.88286373877423,1.58791510555686e-17,6.12697659818779e-16,29.2110587879802,"TRUE","H2BC5"
"222529_at",-1.27109905166077,11.6415324776901,-9.88040644406902,1.61031880283176e-17,6.20466388617524e-16,29.1971955619798,"TRUE","SLC25A37"
"1570572_at",-1.12200549835656,3.16651149416031,-9.87903200579941,1.62298711468048e-17,6.24907186585598e-16,29.1894416497907,"TRUE","LOC729291"
"242509_at",-1.13648313476708,4.11068500349375,-9.87813836563437,1.6312771680786e-17,6.27657136978869e-16,29.1844002452135,"TRUE",NA
"226646_at",1.58517659894374,8.31920622369612,9.87021936647063,1.70661046971162e-17,6.52509982038341e-16,29.1397285127331,"TRUE","KLF2"
"202086_at",2.16451451038767,11.1521427256522,9.86444036096896,1.76376779507021e-17,6.73421817007429e-16,29.1071317518951,"TRUE","MX1"
"237778_at",-1.26416219229128,4.49900289659564,-9.86392096780967,1.76899746918607e-17,6.74947220012202e-16,29.104202217762,"TRUE",NA
"206667_s_at",1.99208285883791,5.99662648349272,9.85370395374458,1.87507479028851e-17,7.10955021907244e-16,29.046579493075,"TRUE","SCAMP1"
"1564107_at",2.07002944983274,6.5249325469211,9.84999855182624,1.91509445633615e-17,7.251231952921e-16,29.0256835124642,"TRUE",NA
"203040_s_at",-1.33197514233783,7.28976821363621,-9.83479680926335,2.08839644127161e-17,7.87469485700176e-16,28.9399673315975,"TRUE","HMBS"
"244551_at",-1.06815401164915,5.70481023609731,-9.8283777159874,2.16619381198048e-17,8.14557404883307e-16,28.9037783517281,"TRUE","ZNF736"
"217487_x_at",2.45806506447551,6.22178809767041,9.81776016344558,2.30127248338733e-17,8.60027840254286e-16,28.8439269971538,"TRUE",NA
"230718_at",-1.34934621384674,4.82783649256134,-9.81327657984323,2.36080738813606e-17,8.78075809158767e-16,28.8186557018598,"TRUE","HSF5"
"242596_at",1.23366531172399,7.24816500156404,9.81163302779752,2.3830139487074e-17,8.85486521236871e-16,28.8093923875818,"TRUE",NA
"1552867_at",-1.16289680406098,4.88808020709916,-9.81042682850678,2.39944377533553e-17,8.90628570376579e-16,28.802594202014,"TRUE",NA
"207739_s_at",2.68770781281203,6.7614340340578,9.79927581354509,2.55678725124022e-17,9.45824061220985e-16,28.739752315989,"TRUE",NA
"219800_s_at",-1.16182311174937,3.51748207391476,-9.79331710702208,2.64504352677202e-17,9.76487203418366e-16,28.7061760532598,"TRUE","THNSL1"
"1569495_at",1.24945693396452,7.10287971892179,9.78980473815531,2.69848335105775e-17,9.94872402016739e-16,28.6863858539828,"TRUE","SCLT1"
"48030_i_at",-1.36538901753944,7.85471769117464,-9.78959131555498,2.70176501841015e-17,9.95411067261288e-16,28.6851833722131,"TRUE","FAXDC2"
"240988_x_at",1.95867153235801,7.81280386716008,9.78874897306066,2.71475611138427e-17,9.99523841009664e-16,28.6804374194343,"TRUE",NA
"239847_at",-1.12708563009459,4.2555075732966,-9.78826048271048,2.72231842112421e-17,1.0016336451882e-15,28.6776851787259,"TRUE",NA
"1557094_at",2.20154966197186,5.90968672954606,9.77994877280947,2.85426094197832e-17,1.04806391539734e-15,28.630858597919,"TRUE","ANXA8"
"242576_x_at",-1.05205275074372,7.70224640022146,-9.77941976379649,2.86287132508082e-17,1.05052006509258e-15,28.6278784584765,"TRUE",NA
"244878_at",-1.22828624355902,5.08717350996581,-9.76605926653211,3.08913613909071e-17,1.13126937980432e-15,28.5526207470064,"TRUE",NA
"231231_at",1.97489033431727,5.95943396752394,9.76073099226459,3.18427134922899e-17,1.16427751841413e-15,28.5226115811878,"TRUE",NA
"235224_s_at",-1.04594697836228,5.61869230501484,-9.76013161930744,3.19515425900385e-17,1.16696766273237e-15,28.519236027351,"TRUE","CAND1"
"1561087_at",2.73326423502983,4.25582517593489,9.7554448852768,3.28154135327345e-17,1.19691976978136e-15,28.4928422953018,"TRUE","LINC02367"
"215318_at",-1.02066162859895,7.32670848804135,-9.75107263685476,3.36423104770792e-17,1.22218825603608e-15,28.468221309891,"TRUE","MICOS10P1"
"1562111_at",3.43921131834206,4.76792472233519,9.7432515997561,3.51736388060843e-17,1.27612388966334e-15,28.4241836196868,"TRUE",NA
"235874_at",-1.06640070587826,2.89951075339395,-9.73650791058016,3.65497297563907e-17,1.32341488372891e-15,28.3862163632062,"TRUE","PRSS35"
"238454_at",-1.27137297837533,5.81169706504529,-9.73561341042574,3.67362470990023e-17,1.32840893527642e-15,28.3811805855612,"TRUE","ZNF540"
"214511_x_at",1.28161696412658,10.5031787143818,9.71614358000802,4.10397288867982e-17,1.47524469223254e-15,28.2715883695179,"TRUE","FCGR1BP"
"235342_at",2.54118272877186,4.86754142192348,9.71311225215193,4.17535735977268e-17,1.49795054885546e-15,28.2545285589184,"TRUE","SPOCK3"
"219672_at",-3.33788388149341,6.70129311644118,-9.71224044543189,4.19611583413482e-17,1.50238960161995e-15,28.2496223255498,"TRUE","AHSP"
"215838_at",1.26802788711388,8.8263212511116,9.6981463983584,4.54635501831349e-17,1.62253238006717e-15,28.1703151549922,"TRUE","LILRA5"
"211560_s_at",-3.32610887439535,9.64519274308016,-9.69505107981018,4.627097136359e-17,1.64812075524709e-15,28.1529001762737,"TRUE","ALAS2"
"239448_at",-1.75073561337505,4.26018246662884,-9.68900848173668,4.78886412227242e-17,1.70352079300744e-15,28.1189055962063,"TRUE",NA
"218901_at",1.14586475076527,5.09496148717164,9.68757851478194,4.82796405268909e-17,1.7151977555606e-15,28.1108613372449,"TRUE","PLSCR4"
"219885_at",1.07620045008844,7.88654804280569,9.68633424078546,4.86224551891306e-17,1.72625502432839e-15,28.1038618413037,"TRUE","SLFN12"
"242232_at",2.44476793178495,6.96323262978941,9.68609638383772,4.86882639541264e-17,1.72654528299185e-15,28.1025238249422,"TRUE",NA
"239232_at",-1.02566566046044,5.46457211092641,-9.6788461634495,5.07374037764573e-17,1.79319169455579e-15,28.0617416229232,"TRUE","MSI2"
"1560342_at",-1.08761315948136,6.13942366214552,-9.6739866829177,5.21587701009362e-17,1.83748760004426e-15,28.0344099045074,"TRUE",NA
"216947_at",2.33079648462617,4.21216071891178,9.66621480632603,5.45149951860163e-17,1.91678930018999e-15,27.9907021426743,"TRUE","DES"
"1557555_at",-1.34983875190915,5.80638104012388,-9.64380105142256,6.19216719142322e-17,2.15778675073974e-15,27.8646819310709,"TRUE",NA
"1557580_at",-1.23651463050932,4.36550142416414,-9.64225617730296,6.24676822155034e-17,2.17404234572416e-15,27.8559976672435,"TRUE",NA
"209498_at",1.61103598340657,9.48874870932748,9.63980393178332,6.33442650004337e-17,2.20174678251666e-15,27.8422132162501,"TRUE","CEACAM1"
"210313_at",-1.15905713144788,7.17842910670106,-9.63823035661475,6.39132079616822e-17,2.2187013620984e-15,27.8333682026047,"TRUE","LILRA4"
"202145_at",2.43317486835697,10.6970858760363,9.63016699184099,6.69095582324487e-17,2.31683349991079e-15,27.7880479332796,"TRUE","LY6E"
"217627_at",-1.21852722914713,7.53513286579705,-9.62505221736483,6.88824129354212e-17,2.38062321570427e-15,27.7593034272587,"TRUE","ZNF573"
"1563052_at",2.8910179360368,5.16697657440714,9.6246651990787,6.90340320944389e-17,2.38435609902934e-15,27.7571285246382,"TRUE",NA
"241391_at",-1.0916495877685,4.29265730855168,-9.62330095341619,6.95711513776755e-17,2.39987552149805e-15,27.7494620707713,"TRUE",NA
"231455_at",3.18329536399146,6.09372911886515,9.62287175149838,6.97409934511935e-17,2.40270246814367e-15,27.7470501832235,"TRUE","LINC00487"
"233405_at",-1.01923679918499,6.36802672675572,-9.61808160330483,7.16648239620485e-17,2.46432342775157e-15,27.7201332685941,"TRUE",NA
"216950_s_at",1.27678963222105,10.9398692858409,9.60656731226453,7.65084988108516e-17,2.61935013931328e-15,27.6554408032392,"TRUE",NA
"239988_at",1.66731346126414,8.6391789260694,9.60436063476435,7.74733914070231e-17,2.64906671368292e-15,27.6430441404387,"TRUE","LOC102723458"
"243855_at",-1.18310451366574,8.21014599368376,-9.60246830977361,7.83104893965792e-17,2.67434478935538e-15,27.6324138169865,"TRUE",NA
"213058_at",-1.06423300750428,3.32119810990903,-9.60138907118542,7.87919393437571e-17,2.68910691861418e-15,27.6263512407868,"TRUE","TTC28"
"232978_at",-1.18866715557246,6.17634905157547,-9.60081539033808,7.90490596076091e-17,2.69619921025953e-15,27.6231286588613,"TRUE",NA
"207980_s_at",1.00495067548707,7.29434210983286,9.59125086602086,8.3461200384637e-17,2.83960244619168e-15,27.5694057776019,"TRUE","CITED2"
"1566863_at",3.15369675220704,4.76467013180414,9.59044913882957,8.3842008880261e-17,2.85068912640396e-15,27.5649029648426,"TRUE",NA
"244507_at",2.47453502776731,5.49975875849506,9.59034555442964,8.38913361569999e-17,2.85068912640396e-15,27.5643211989641,"TRUE",NA
"206026_s_at",1.70841348732336,11.3307373267145,9.58323891051356,8.73455691454908e-17,2.96622297703709e-15,27.5244103058658,"TRUE","TNFAIP6"
"232174_at",-1.1617675144436,9.00908399872548,-9.57558869803945,9.12226708485853e-17,3.08638584693465e-15,27.4814522192882,"TRUE",NA
"202587_s_at",-1.22432985124606,8.57252433471965,-9.56950741849254,9.44266925739504e-17,3.18690087437082e-15,27.447308208569,"TRUE","AK1"
"1563673_a_at",2.004314759267,4.54806441181513,9.56919839810438,9.459246823653e-17,3.19052634227778e-15,27.4455732764725,"TRUE","C2CD6"
"232614_at",-1.49275719777837,8.163746941335,-9.5666410465966,9.59755592751565e-17,3.23318774083129e-15,27.4312159066454,"TRUE",NA
"1555253_at",1.91078641619746,4.02556729153944,9.56453524219092,9.7129565934645e-17,3.26803631844721e-15,27.4193940752854,"TRUE","COL25A1"
"1554560_at",2.9451886601533,4.92355414961948,9.55942102058738,9.99901553437375e-17,3.36221509435353e-15,27.3906850297626,"TRUE","PGM5"
"218418_s_at",-2.07711887063259,4.84080262907785,-9.55818672476205,1.00693037679298e-16,3.38376879847302e-15,27.3837566094579,"TRUE","KANK2"
"216951_at",1.43008719505129,9.54839636900827,9.5538016507555,1.03230243613239e-16,3.46264636168949e-15,27.3591432793086,"TRUE","FCGR1A"
"223698_at",1.65625921649962,3.97657246965327,9.55237027208021,1.04072162809518e-16,3.48808775062368e-15,27.3511093929452,"TRUE","SLC25A36"
"220751_s_at",-1.8002114171125,8.17950274426454,-9.55229553595848,1.04116309264158e-16,3.48808775062368e-15,27.3506899277664,"TRUE","FAXDC2"
"223092_at",-1.08281120317107,8.95027912936736,-9.54628107452365,1.07730944913147e-16,3.60036027697208e-15,27.316934884175,"TRUE","ANKH"
"241788_x_at",-1.03345997702902,6.52183040099428,-9.54001625246781,1.11629145859965e-16,3.71927090182425e-15,27.2817785742507,"TRUE",NA
"203596_s_at",1.51543264986807,11.1005755294432,9.53024578404755,1.17991255627926e-16,3.91217216583192e-15,27.2269574764478,"TRUE","IFIT5"
"1558605_at",-1.57213870094127,5.82935997819316,-9.51655127192928,1.27521513624858e-16,4.21283308606593e-15,27.150135187103,"TRUE",NA
"243997_x_at",-1.18881084989854,5.46408687366218,-9.50170897750742,1.38718928260499e-16,4.55796718908821e-15,27.0668957295411,"TRUE","PSPC1"
"206088_at",-1.3190366692942,7.02879705552714,-9.49956559948843,1.40414995412367e-16,4.60815718737765e-15,27.054876972999,"TRUE",NA
"203115_at",-2.33677287135522,8.02518672244792,-9.49791027359607,1.4173900034309e-16,4.64324735995113e-15,27.0455952387983,"TRUE","FECH"
"1563033_x_at",3.21338599430729,5.08661541171194,9.49051334711497,1.47809134080961e-16,4.83052265742769e-15,27.0041226892579,"TRUE",NA
"209961_s_at",1.55094107784685,6.30278508139628,9.49011769130416,1.48141026303801e-16,4.8384770687935e-15,27.0019045144908,"TRUE","HGF"
"1554026_a_at",1.5719427854722,4.45755801326135,9.4859392014793,1.51691795614728e-16,4.94558671749268e-15,26.9784795368577,"TRUE","MYO10"
"219352_at",1.74653065214977,9.53034763652653,9.48248177806575,1.5469388155215e-16,5.03146220931814e-15,26.9590982918978,"TRUE","HERC6"
"1557706_at",-1.02109408069791,6.97249901030028,-9.47877572089251,1.57977660556178e-16,5.12607038036143e-15,26.9383246658818,"TRUE","ZHX2"
"243729_at",-1.4414002607027,6.08047044504933,-9.47829641059144,1.58407401102441e-16,5.13615464332319e-15,26.9356380842765,"TRUE",NA
"235606_at",3.6453194438379,5.92068337552855,9.47764312007623,1.58995006431581e-16,5.14991230843999e-15,26.9319763650249,"TRUE","DUBR"
"233092_s_at",2.25801841373609,4.58025070981754,9.47250465792695,1.6369322999039e-16,5.29268323460946e-15,26.9031766375079,"TRUE",NA
"211883_x_at",1.54037319624419,9.32897181717752,9.45936546689174,1.76345732481278e-16,5.66492533690591e-15,26.8295475456398,"TRUE","CEACAM1"
"238289_at",-1.00584009399597,3.44881486114081,-9.45505150428076,1.80708915734897e-16,5.79277075507664e-15,26.8053770375716,"TRUE",NA
"1558579_at",2.47132196385919,4.42186817191149,9.45344484227226,1.8236127220461e-16,5.83417352708429e-15,26.7963756472148,"TRUE","LOC105371215"
"215342_s_at",-1.13455214227228,8.69408548927092,-9.45181402096084,1.84053879019383e-16,5.8814411662097e-15,26.7872391837459,"TRUE","RABGAP1L"
"232653_at",-1.16416826930321,6.19724231279543,-9.44475325826831,1.91564695886609e-16,6.09650742002349e-15,26.7476854491026,"TRUE",NA
"1566608_at",-1.32592049377481,7.17807125855329,-9.44410226521039,1.92272380653388e-16,6.11546969879233e-15,26.7440389144191,"TRUE",NA
"1561195_at",-1.11518356185405,4.60054511576199,-9.44397223554729,1.92414045913651e-16,6.11641741879585e-15,26.7433105592725,"TRUE",NA
"228607_at",1.83427042669635,8.86079511106639,9.44025805470622,1.96504819659825e-16,6.22834841443531e-15,26.7225065106144,"TRUE","OAS2"
"214059_at",2.4838009587973,10.3331945641718,9.42896479760522,2.09483382431308e-16,6.61245288148082e-15,26.6592592693628,"TRUE","IFI44"
"238743_at",1.29428643131984,5.41717342192791,9.42887420954451,2.09590870482053e-16,6.61245288148082e-15,26.6587519916241,"TRUE",NA
"207823_s_at",-1.49816550957065,4.61733569079522,-9.4274515056908,2.11286222443517e-16,6.66209585472854e-15,26.6507852081616,"TRUE","AIF1"
"220232_at",1.93800124049324,6.66948050812787,9.42459441447576,2.14732251917176e-16,6.75517023795834e-15,26.6347868773408,"TRUE","SCD5"
"1557240_a_at",-1.18433420037676,5.41437781073784,-9.41806813415564,2.22815414803682e-16,6.98934756419466e-15,26.5982461770083,"TRUE",NA
"237864_at",-1.09852145401874,3.89855601247782,-9.41540209598603,2.2620406950338e-16,7.08345217645894e-15,26.5833203371132,"TRUE",NA
