"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold","GeneSymbol"
"1559692_at",1.59262823960566,4.87674069480023,8.6236333791027,1.92704662390087e-14,4.22289675999119e-13,22.1909852635729,"TRUE",NA
"44673_at",2.9462829459551,9.32912391631368,8.61820281459014,1.98609983311726e-14,4.3401282324415e-13,22.1611818234854,"TRUE","SIGLEC1"
"205003_at",1.45855660021236,8.66945554552383,8.61758859499819,1.99289130356033e-14,4.35322940559973e-13,22.1578112459763,"TRUE","DOCK4"
"227399_at",1.17085951392053,3.46097877458961,8.61506947488131,2.02098792256368e-14,4.40931822291178e-13,22.1439880531089,"TRUE","VGLL3"
"232034_at",1.28911833915776,8.74411625016828,8.61281209512254,2.04649984742742e-14,4.46141862671827e-13,22.1316020316479,"TRUE","LINC00537"
"1569753_at",1.75901827378344,3.96664746986289,8.61239207742499,2.05128193431682e-14,4.47006136942096e-13,22.1292975318441,"TRUE","LOC101928940"
"232621_at",1.50360482735063,6.51517448199297,8.61157328364355,2.0606362434237e-14,4.48865683701955e-13,22.1248051647851,"TRUE","USP48"
"220877_at",1.62443028411997,4.67321710030424,8.61071465501265,2.07049123076127e-14,4.50775260272784e-13,22.1200943643832,"TRUE",NA
"1557239_at",-1.07191666037121,5.74342789071566,-8.60811086480307,2.10066405378587e-14,4.56675177497982e-13,22.1058096401887,"TRUE","BBX"
"229513_at",-1.43704476928045,7.58773833328442,-8.60694522826569,2.11431284837195e-14,4.59459677999747e-13,22.0994151864061,"TRUE","STRBP"
"230713_at",-1.02981778658983,6.15223582957522,-8.60576999100335,2.12816337080486e-14,4.62102193402524e-13,22.0929683008466,"TRUE",NA
"207757_at",-1.09416581144887,3.54097619393284,-8.59838510835082,2.21728561244773e-14,4.80690288899999e-13,22.0524631928849,"TRUE","ZFP2"
"242532_at",2.7300141045196,5.81392957694268,8.59814649934245,2.22022628662096e-14,4.81137028224341e-13,22.0511546103877,"TRUE",NA
"226770_at",-1.27763416033783,4.29871850493714,-8.59601265741441,2.24669734365969e-14,4.86102798831e-13,22.0394526040273,"TRUE","MAGI3"
"206834_at",-2.80199010097823,9.34099970266652,-8.58983121241958,2.3251655030691e-14,5.01492796372005e-13,22.0055579441264,"TRUE","HBD"
"1568926_x_at",1.38769581936849,5.85259290147758,8.58505349128994,2.38767724413798e-14,5.12951879462648e-13,21.9793648369767,"TRUE","MYLK3"
"48031_r_at",-1.6681624384191,7.87957669927386,-8.58232135351083,2.42417295990037e-14,5.1977120228452e-13,21.9643880976882,"TRUE","FAXDC2"
"235220_at",-1.15278752196762,5.15512202649289,-8.57951672668925,2.46221417601418e-14,5.26688419693174e-13,21.9490153434934,"TRUE","YIPF4"
"240430_at",-1.06482192733248,4.41969290606255,-8.57488547717736,2.5263353192389e-14,5.39770940130468e-13,21.9236334768553,"TRUE","KCMF1"
"219716_at",1.1821082838409,8.02552016061828,8.57294474060834,2.55369679437512e-14,5.45403797783046e-13,21.9129982533028,"TRUE","APOL6"
"204668_at",1.0647104061265,8.15913682426285,8.56814460407075,2.62264424810886e-14,5.5881946323208e-13,21.8866963592088,"TRUE","RNF24"
"243508_at",-1.06068547440104,6.57462245353892,-8.56365466116947,2.68881097399493e-14,5.72026225693279e-13,21.8620977867309,"TRUE","SHLD1"
"239274_at",-1.09657370554639,8.75444447493442,-8.55963078727585,2.74951881895337e-14,5.83126227409913e-13,21.8400556169874,"TRUE",NA
"1562294_x_at",2.4082974893398,4.49535236108258,8.55125872477876,2.88023110786106e-14,6.0895837518292e-13,21.7942038435671,"TRUE","ANKRD30B"
"240450_at",1.60233376265843,3.88055490550914,8.54742323424308,2.94216093175912e-14,6.21091308663823e-13,21.7732019061685,"TRUE",NA
"214554_at",1.08768865198861,4.97619689958816,8.54081083277355,3.05205362728777e-14,6.42553069202767e-13,21.7370005801766,"TRUE","H2AC16"
"219519_s_at",2.98331530564053,9.09766625264419,8.53097292904791,3.22315027802397e-14,6.74935815591576e-13,21.6831547333819,"TRUE","SIGLEC1"
"202242_at",-1.65237170161837,3.95373162758439,-8.52944586276431,3.25055039025829e-14,6.79892282277628e-13,21.674798175904,"TRUE","TSPAN7"
"220874_at",1.87620452974657,6.45571819809367,8.52642296781521,3.30547514624443e-14,6.91116075032177e-13,21.6582572272024,"TRUE","EPB41"
"205170_at",1.12150497030397,7.29889077415732,8.52201995488696,3.38713141958105e-14,7.06567761791659e-13,21.6341673404419,"TRUE","STAT2"
"215187_at",1.76954197289918,6.07632356262016,8.51595464866757,3.50291065771719e-14,7.28773364576436e-13,21.6009883426782,"TRUE","LINC01949"
"1553433_at",1.94596578306016,4.49248796200917,8.51318860021309,3.55700972803363e-14,7.38785692640415e-13,21.5858594368452,"TRUE","CCDC171"
"221205_at",-1.15701012864842,8.62066107129165,-8.51246953510414,3.5712089434261e-14,7.40166220552775e-13,21.58192673401,"TRUE",NA
"1558672_at",1.35432408714177,4.7468476468494,8.50808372174856,3.65904324409322e-14,7.56784547726335e-13,21.5579419033708,"TRUE",NA
"233223_at",-1.21872051915055,5.81827706882669,-8.50341347681843,3.7549366527403e-14,7.75306501089787e-13,21.5324053971775,"TRUE",NA
"238372_s_at",2.26522371490671,4.80704861814636,8.49976356732576,3.83161600683338e-14,7.89945720865819e-13,21.5124507361314,"TRUE",NA
"236552_at",-1.05697816425401,6.81971008070801,-8.49827845876554,3.86325989784557e-14,7.95869385511329e-13,21.5043320894723,"TRUE",NA
"217594_at",-1.13604164028862,3.96999985564514,-8.48529156046217,4.15128695398604e-14,8.51356392382547e-13,21.4333535934853,"TRUE","TUT4"
"220767_at",-1.00802063318541,4.14079086127171,-8.48124135452609,4.24540853868428e-14,8.69029246920866e-13,21.4112238931295,"TRUE",NA
"1556794_at",1.74159141903714,4.51084705129038,8.48017330453141,4.27058026187633e-14,8.7352778083834e-13,21.4053887304444,"TRUE",NA
"220871_at",2.32253504816782,5.10129969520969,8.47548832940195,4.38276030815936e-14,8.94132163614228e-13,21.3797953900173,"TRUE",NA
"223669_at",-1.76484704754474,6.7955012565735,-8.46884584732379,4.54685201276183e-14,9.24504030486251e-13,21.343515347087,"TRUE","HEMGN"
"243934_at",1.01616205597742,7.2001734787305,8.45922299068284,4.79546192816825e-14,9.7180089296738e-13,21.2909713811681,"TRUE","CIMAP1B"
"217038_at",2.49601716679869,5.22454096078077,8.45800380138726,4.82790976368075e-14,9.7801395453592e-13,21.2843154211238,"TRUE",NA
"1569596_at",2.15906034037554,5.38165722347531,8.4539849339797,4.9364227501418e-14,9.98146870798828e-13,21.2623770260735,"TRUE",NA
"1570021_at",-1.10138179742409,5.7022437190832,-8.44891238032218,5.07685467571046e-14,1.0231368573331e-12,21.234690971123,"TRUE",NA
"240600_at",-1.0876306310456,5.65311036521243,-8.44770746028401,5.11079211674862e-14,1.02959675380704e-12,21.2281152030772,"TRUE",NA
"224940_s_at",2.87670843266554,5.03528064029536,8.44464615871017,5.19803387124231e-14,1.04563098568864e-12,21.2114095696059,"TRUE","PAPPA"
"227444_at",-1.22690331874617,4.83629629337435,-8.44154189674945,5.28801194684169e-14,1.0621677193004e-12,21.194471273309,"TRUE","ARMCX4"
"202015_x_at",1.46813008547557,7.24580041273212,8.44036743895037,5.32245632689052e-14,1.06790935659721e-12,21.1880633517902,"TRUE","METAP2"
"244414_at",-1.10831139214178,7.35960265325345,-8.43692963081455,5.42456745297355e-14,1.08640375637849e-12,21.1693079098535,"TRUE",NA
"211781_x_at",-1.09407933921816,8.04842033781093,-8.43386131315382,5.51734755534639e-14,1.10215921661879e-12,21.1525701311545,"TRUE",NA
"1561271_at",2.19915105563188,5.19791054349046,8.43304600333174,5.54226518630092e-14,1.10673246552594e-12,21.1481228827287,"TRUE","CCDC144CP"
"206018_at",1.13501635733393,4.68416801833894,8.42787179407673,5.70302920855197e-14,1.13675946765432e-12,21.1199021527727,"TRUE","FOXG1"
"236181_at",1.90449757827008,4.61637726571944,8.41269497239677,6.20181395111482e-14,1.23034897596953e-12,21.0371549184914,"TRUE","LOC389831"
"1570482_at",3.11185388399999,5.75570269334659,8.40799962720791,6.36473767749132e-14,1.25876084596441e-12,21.0115636670111,"TRUE",NA
"1557129_a_at",1.82204610305112,5.71314430514388,8.40797083174059,6.36574986573679e-14,1.25876084596441e-12,21.0114067345904,"TRUE","FAM111B"
"224976_at",-1.13274163134212,5.95807585573062,-8.40785535780096,6.36981049316774e-14,1.25910841906705e-12,21.0107774147234,"TRUE","NFIA"
"1560905_at",3.10705148589009,4.95574872799926,8.40745547847458,6.38389211205844e-14,1.26143585553594e-12,21.0085981371986,"TRUE",NA
"205830_at",1.46037429375951,3.9617641599575,8.40714152335778,6.39496962271568e-14,1.26316822298403e-12,21.0068871538197,"TRUE","CLGN"
"223756_at",1.32340631977154,4.58125295701194,8.39963534946349,6.66558090650191e-14,1.31329958941619e-12,20.9659857686128,"TRUE","KANSL3"
"1552733_at",-1.07052932415723,5.96424630192124,-8.39920197051683,6.68154807515882e-14,1.31455070532317e-12,20.9636245978751,"TRUE","KLHDC1"
"239142_at",-1.26401962394209,5.64043308931569,-8.38336981513599,7.29167282379182e-14,1.42790906748144e-12,20.8773909781749,"TRUE","RFESD"
"223432_at",-1.83915906841081,6.21011889083142,-8.37413537152695,7.67279094062071e-14,1.49932038841472e-12,20.8271154169928,"TRUE","OSBP2"
"228731_at",2.2948769956791,4.52924300640894,8.37047618954267,7.82923098469628e-14,1.5287971574581e-12,20.807198055174,"TRUE","GUCY1A2"
"239292_at",-1.52480283904682,5.71233295961478,-8.36978334434449,7.85920706326555e-14,1.53355512556761e-12,20.803427105543,"TRUE",NA
"1566734_at",1.83133841512733,5.06374605498514,8.36450950563445,8.09115135479247e-14,1.5754405282168e-12,20.7747261959709,"TRUE","HRK"
"1560144_at",2.2272529180922,4.90495814419439,8.36420927883964,8.10455820252433e-14,1.57692782819579e-12,20.7730924838718,"TRUE",NA
"224403_at",1.84372195867333,4.79752812510569,8.36369045620985,8.1277786815116e-14,1.58081415809686e-12,20.7702693030199,"TRUE","FCRL4"
"230791_at",2.45936256225375,4.66670379672952,8.36363388850967,8.13031442627962e-14,1.58081415809686e-12,20.7699614921909,"TRUE",NA
"244425_at",-1.00103362506867,6.08704895542624,-8.36312033914233,8.15337116972815e-14,1.58417046448076e-12,20.7671670624595,"TRUE",NA
"1570301_at",1.38896752092328,7.56993944549373,8.35736765213914,8.41613313756215e-14,1.63232380027035e-12,20.7358678377877,"TRUE",NA
"1563646_a_at",1.24117905568849,6.79242278077425,8.35022302502891,8.75422064954497e-14,1.69309166612618e-12,20.6970042351021,"TRUE","TMEM67"
"1558834_s_at",1.26587075038999,4.78652467149294,8.33888049762086,9.31889123703234e-14,1.79784890044017e-12,20.6353262237056,"TRUE","AKNAD1"
"213703_at",-1.06773227005619,7.39959266252704,-8.32628106214933,9.98866023671813e-14,1.91691821145161e-12,20.5668427909729,"TRUE","LINC00342"
"201042_at",-1.56702372134147,4.43538643544547,-8.32447981491393,1.00882427786417e-13,1.93467090116533e-12,20.5570547594946,"TRUE","TGM2"
"1566658_at",1.04017467773007,4.78700493651968,8.32186881816705,1.02343469331892e-13,1.95925391656905e-12,20.5428676530589,"TRUE",NA
"206966_s_at",-1.11618733077727,5.33173120527473,-8.3196963739975,1.03575123803409e-13,1.98129568079718e-12,20.531064483637,"TRUE","KLF12"
"1563533_at",2.50256415336512,5.62376709390718,8.31952567112724,1.03672524761637e-13,1.98192143053934e-12,20.5301370721593,"TRUE","GADL1"
"1561167_at",-1.14538411077164,6.89490546723466,-8.31295284287878,1.07492947977106e-13,2.04851060670906e-12,20.4944319131238,"TRUE",NA
"223597_at",-1.75028445350567,6.09606305558234,-8.31192807454136,1.08101068239628e-13,2.05866454406188e-12,20.4888658946053,"TRUE","ITLN1"
"1561915_at",1.08977713599109,3.89477793120359,8.31090582200035,1.08711102145598e-13,2.06956111065827e-12,20.4833137466668,"TRUE",NA
"1568924_a_at",2.03139808700019,4.87359543604127,8.31075976680334,1.08798540148248e-13,2.06978433632758e-12,20.4825204956393,"TRUE","IQUB"
"212398_at",1.28647788566377,7.03209362296308,8.31042527714752,1.08999050523055e-13,2.07215684539223e-12,20.4807038403229,"TRUE","RDX"
"1552772_at",1.27738512959063,9.88144469870112,8.30475786999419,1.12452759250523e-13,2.13094009672254e-12,20.4499267949847,"TRUE","CLEC4D"
"1555068_at",-1.27785435808266,3.7714259976119,-8.30438967513852,1.12680862237402e-13,2.13398896530306e-12,20.4479275197884,"TRUE","WNK1"
"222939_s_at",-1.28127615400823,4.65108052916957,-8.30309830411532,1.13484529411362e-13,2.14846490497445e-12,20.4409156671248,"TRUE","SLC16A10"
"214607_at",2.46798976351354,5.49144200061583,8.30121509315492,1.1466674191257e-13,2.16859360569691e-12,20.4306908485168,"TRUE","PAK3"
"232666_at",1.32645871516287,5.31701743669321,8.29645578823376,1.17709299487405e-13,2.22369353975137e-12,20.4048535221575,"TRUE","OAS3"
"240502_at",1.68349708894015,3.45650101117349,8.29640392156332,1.17742895246095e-13,2.22369353975137e-12,20.4045719729747,"TRUE",NA
"215321_at",1.70860016354686,5.14627185498109,8.29317481251528,1.19853369548234e-13,2.25887038264381e-12,20.3870443682337,"TRUE","RUNDC3B"
"1557167_at",-1.21151011960419,3.6121229673418,-8.29305833680822,1.19930193962544e-13,2.25953940554862e-12,20.3864121767444,"TRUE","HCG11"
"244394_at",-1.33367019330132,5.44485868404436,-8.28965331998095,1.22197813088774e-13,2.29751218384757e-12,20.3679320666128,"TRUE",NA
"222871_at",-1.13620903572244,3.56865035234494,-8.28875161286527,1.22805420603224e-13,2.30814244464808e-12,20.3630386011828,"TRUE","KLHDC8A"
"1569983_at",2.12480173111743,4.91287045188195,8.28565853347887,1.24912569941539e-13,2.34613354914244e-12,20.3462540290863,"TRUE","LINC00566"
"227289_at",1.89856855296854,5.41370822416289,8.27889472116939,1.29646415407411e-13,2.42754032958911e-12,20.3095568987875,"TRUE","PCDH17"
"234235_at",2.151058854095,4.18440617871406,8.2574386874207,1.45874812044289e-13,2.70362893170221e-12,20.1932076200965,"TRUE",NA
"1552714_at",1.55437827072222,5.62068839399536,8.25460162675157,1.48166526725861e-13,2.74424283493782e-12,20.1778300729868,"TRUE","CREG2"
"202932_at",-1.26911654478427,6.17811915411594,-8.24956507540321,1.52323417776942e-13,2.81455994151886e-12,20.1505347680138,"TRUE","YES1"
"230695_s_at",1.46219185333323,6.20901756536578,8.24312566912767,1.5780735005723e-13,2.9095250763067e-12,20.1156442538391,"TRUE","RSPH9"
"239162_at",-1.17049374302774,5.05836552013356,-8.24026334599715,1.60307523393133e-13,2.95111577155541e-12,20.1001380841059,"TRUE",NA
"233633_at",1.46217271920166,4.46398246806128,8.24004833109095,1.60496915571093e-13,2.95360782862656e-12,20.0989733430874,"TRUE","TBL1XR1"
"236156_at",2.32749209597189,8.56743639717607,8.23996204413731,1.60572982448625e-13,2.95401339682994e-12,20.0985059271874,"TRUE",NA
"243605_at",1.0911341473932,6.2926994616174,8.23974057704073,1.607683823473e-13,2.95462564868525e-12,20.0973062482103,"TRUE",NA
"1557770_at",1.61851897677939,5.02742730545738,8.23694353571102,1.63256635578239e-13,2.99733262264614e-12,20.082155638842,"TRUE","IPO11"
"228502_at",1.81935705550062,4.07861982365634,8.23504153164195,1.6497048251745e-13,3.02490061424001e-12,20.0718540478569,"TRUE","RPS6KA6"
"220120_s_at",-1.42793527253956,4.88805191930457,-8.23432831826042,1.65617739208719e-13,3.03395432077484e-12,20.0679913478661,"TRUE","EPB41L4A"
"242136_x_at",1.00183645067267,6.49174276387381,8.23430410688785,1.65639755784415e-13,3.03395432077484e-12,20.0678602230538,"TRUE","MGC70870"
"1552708_a_at",1.66018860008549,4.78466669445597,8.22222838376961,1.76991262415821e-13,3.23213001756346e-12,20.0024750129325,"TRUE","DUSP19"
"240714_at",1.04583690332794,3.85407392467307,8.22089697408208,1.78289193393727e-13,3.25474512480869e-12,19.9952677884352,"TRUE",NA
"206548_at",-1.27730644691081,5.46143061285892,-8.22066485388894,1.78516442995956e-13,3.25780591482106e-12,19.9940113060617,"TRUE",NA
"1561012_at",2.02555900376959,4.89766941996023,8.21715674745742,1.8198618967275e-13,3.31181027316837e-12,19.9750230338132,"TRUE",NA
"1566880_at",-1.08658423605777,5.68771660641225,-8.21712204210848,1.82020848118353e-13,3.31181027316837e-12,19.974835197341,"TRUE",NA
"214053_at",2.69408939915667,4.60047993456202,8.21457869291366,1.84578691883434e-13,3.35499999292777e-12,19.9610704499864,"TRUE","ERBB4"
"237485_at",1.07224429470399,4.74893583792529,8.21412722263116,1.85036453026268e-13,3.36220274815926e-12,19.9586272066765,"TRUE","SRSF3"
"217697_at",-1.0817444058447,6.89023740326848,-8.2127666570096,1.8642280978264e-13,3.38289649016458e-12,19.9512644222394,"TRUE",NA
"228033_at",1.2044996376189,4.8657785341845,8.21221820712624,1.86984570306963e-13,3.39196462559165e-12,19.948296559732,"TRUE","E2F7"
"1561256_at",1.47152436714768,3.77456682268251,8.20814142720916,1.91213344601972e-13,3.46407873297311e-12,19.926237557346,"TRUE",NA
"1555364_at",1.79993898825343,6.95964767750242,8.20410009289983,1.95499115898259e-13,3.53586310345262e-12,19.9043737300559,"TRUE","C11orf58"
"1563531_at",1.8755103191301,5.58551473089721,8.20357653011107,1.96061283665853e-13,3.54485803056565e-12,19.9015414750806,"TRUE",NA
"1558444_at",2.84435700024144,7.69389179050738,8.19820013104911,2.0192785690271e-13,3.64009415633224e-12,19.872460691948,"TRUE",NA
"236423_at",1.00285448749179,7.73445736585388,8.19737255424906,2.02846243739602e-13,3.65423999224472e-12,19.8679848849255,"TRUE",NA
"232551_at",-1.01314582963931,5.15546895752016,-8.1905096882674,2.10623819973602e-13,3.7873169041605e-12,19.8308737251925,"TRUE","SLC26A6"
"1569476_at",2.42478030348525,5.48157378079102,8.18877475997786,2.12636455405307e-13,3.82053835007728e-12,19.8214935956864,"TRUE","LINC02249"
"229200_at",1.09650986010683,6.96276201401204,8.18418137275612,2.18057830773816e-13,3.91280337957282e-12,19.7966618370012,"TRUE",NA
"1556796_at",1.73254596715927,4.62759546127082,8.18389169488281,2.18404291582492e-13,3.91773446268791e-12,19.7950959915532,"TRUE","KRBOX1-AS1"
"228827_at",2.03650674045758,5.62540208800856,8.17938668080694,2.23863306046825e-13,4.0051460268685e-12,19.7707465192683,"TRUE","RUNX1T1"
"228956_at",-1.35368106919079,3.956039094247,-8.17507403114268,2.29216151259729e-13,4.09666094198922e-12,19.7474407415492,"TRUE","UGT8"
"242733_at",1.93269118463479,6.64947768646041,8.16670391398478,2.39970608266174e-13,4.27235200486911e-12,19.7022193148049,"TRUE",NA
"203431_s_at",-1.04724866208188,5.40364164594289,-8.16177264723964,2.46539729335815e-13,4.38359665087339e-12,19.6755839282359,"TRUE","ARHGAP32"
"238581_at",1.34171274096078,10.3318099053228,8.15334742174389,2.58179172811024e-13,4.58458794200804e-12,19.6300883719171,"TRUE","GBP5"
"226591_at",-1.51872424985477,5.45537753612191,-8.15246406918659,2.594307008073e-13,4.60382134587443e-12,19.6253192047961,"TRUE","PWAR6"
"243010_at",-1.00080025343226,6.00164126034093,-8.14495295932341,2.70318798232606e-13,4.78152063842372e-12,19.5847738430471,"TRUE","MSI2"
"209291_at",1.19166731349521,4.8914251893905,8.14343147450631,2.72579015816231e-13,4.81060609740233e-12,19.576562244069,"TRUE","ID4"
"222450_at",-1.35079160674408,6.0155914812474,-8.13908166770914,2.79144877928399e-13,4.91379465574218e-12,19.5530886304994,"TRUE","PMEPA1"
"1565637_at",1.72303904975238,4.63052866571846,8.1351480369529,2.85217688940899e-13,5.01746368817363e-12,19.5318643613021,"TRUE","PMP22"
"235201_at",2.86522982760072,5.86737978897735,8.13282029046448,2.88872923078827e-13,5.08013093256187e-12,19.5193063402558,"TRUE","FOXP2"
"1560318_at",1.86461204238634,3.80289292987596,8.13208790051508,2.90032581420921e-13,5.09397089276867e-12,19.5153553890712,"TRUE","ARHGAP29"
"218856_at",-1.12349603633155,5.47300871184182,-8.12805489825889,2.96501726286859e-13,5.19924050183900e-12,19.4936010021469,"TRUE","TNFRSF21"
"216837_at",1.8395218156206,4.34315692643415,8.12756533125675,2.9729670857888e-13,5.21150931117355e-12,19.4909604687262,"TRUE","EPHA5"
"1559545_at",1.95658154328135,5.99107882896638,8.1245777744257,3.02194133961756e-13,5.28380693135881e-12,19.4748478622472,"TRUE","SNRPN"
"209754_s_at",-1.07291667917396,5.50228054148505,-8.12396249995267,3.03212644992694e-13,5.2999205130996e-12,19.4715297771906,"TRUE","TMPO"
"236047_at",-1.00405514830809,4.34968064831585,-8.12254378485571,3.05574166749956e-13,5.33608034719062e-12,19.4638791632259,"TRUE","XKR6"
"234906_at",1.99936438861923,6.472075971835,8.12101932596141,3.08132068697794e-13,5.37559695470705e-12,19.4556587915672,"TRUE",NA
"237538_at",1.4186225305,5.66140752701253,8.1204490202329,3.09094445926042e-13,5.38958920367160e-12,19.4525836479281,"TRUE",NA
"224080_at",2.13240149910863,4.79514572367143,8.11480174065124,3.18786722348877e-13,5.54731510007157e-12,19.4221367335478,"TRUE",NA
"239863_at",-1.10791628361495,4.65536529293833,-8.11239807735868,3.23003096356374e-13,5.60997277423277e-12,19.4091796269954,"TRUE",NA
"1563316_at",1.89464459517111,4.88298961671556,8.11225420162881,3.23257224905166e-13,5.61082183228253e-12,19.4084040946996,"TRUE","NEGR1-IT1"
"1570506_at",2.16360824286067,4.96348893017689,8.10651493163513,3.33558131474218e-13,5.77860926437036e-12,19.3774713813573,"TRUE",NA
"233306_at",2.04971454015851,5.64833019799678,8.1063687660981,3.33824684539239e-13,5.78139519391287e-12,19.3766836914318,"TRUE",NA
"234949_at",1.34624619938053,8.04707140902222,8.1057902111744,3.34881837047547e-13,5.79786714394383e-12,19.3735658889024,"TRUE","FRG1BP"
"1555365_x_at",1.82736166834167,6.99534483444854,8.10326444068394,3.3953607839361e-13,5.87472629309196e-12,19.3599554877531,"TRUE","C11orf58"
"238368_at",2.08844493547214,5.03547592410801,8.08696721730442,3.71150521956925e-13,6.39340100440922e-12,19.2721692094113,"TRUE",NA
"206134_at",1.39724907679083,4.68009777249639,8.08675570390527,3.71579480511792e-13,6.39877420377393e-12,19.271030254297,"TRUE","ADAMDEC1"
"206826_at",2.15624265504362,4.84031730278,8.08469758432978,3.75779228095452e-13,6.46905834260668e-12,19.2599482214249,"TRUE","PMP2"
"232829_at",1.2932410890271,8.77311036298691,8.081835393744,3.81698215201892e-13,6.56888571487675e-12,19.2445381653962,"TRUE","OR52K3P"
"216809_at",1.93655591170645,4.86115707714299,8.08076708344211,3.83931122464685e-13,6.60523414750052e-12,19.2387868316004,"TRUE","CYLC1"
"1559214_at",-1.07937986632687,3.96872644646593,-8.08015688977944,3.8521232230096e-13,6.62519148216578e-12,19.2355019168586,"TRUE","FBXO22"
"240425_x_at",1.5772814235374,5.26438053719705,8.07831457315572,3.89106381771932e-13,6.69006019603157e-12,19.2255844874122,"TRUE","ROBO2"
"237035_at",-1.02039365130331,3.8476697930336,-8.07461394579514,3.97046824283876e-13,6.81586659897047e-12,19.2056657673353,"TRUE",NA
"239481_at",3.18507108828839,6.47034191323825,8.07238922518959,4.01897644635091e-13,6.89048407664585e-12,19.1936925918922,"TRUE","FAM133A"
"1562921_at",1.11050923456001,4.48771896001237,8.06966374906188,4.07920602683756e-13,6.98061313043329e-12,19.1790258860857,"TRUE","EP300-AS1"
"1560271_at",-1.26772160941638,5.09255179092663,-8.06262569009467,4.2389162075721e-13,7.23986534159179e-12,19.1411592429255,"TRUE",NA
"241182_at",1.93903628128348,4.71076125905522,8.05808332479958,4.34527458955782e-13,7.40579451945367e-12,19.116725872238,"TRUE",NA
"239979_at",1.99033142367549,7.7610504817675,8.05402743002346,4.44247956608825e-13,7.55968161456193e-12,19.0949130600621,"TRUE",NA
"241312_at",2.03825546778873,3.63581069282975,8.05200455982996,4.4917643490817e-13,7.6387936480884e-12,19.0840353136047,"TRUE","LINC00911"
"232547_at",1.38022049501293,4.6101663003211,8.04479766478653,4.67180561601633e-13,7.92034021878118e-12,19.0452884227234,"TRUE","SRCIN1"
"233445_at",1.38512792553001,4.74996393026423,8.04319500888159,4.71280675233514e-13,7.98489957186004e-12,19.0366735214032,"TRUE",NA
"228325_at",1.00012632514284,8.24634501053017,8.036809451525,4.87974848914963e-13,8.25240484516721e-12,19.002354305724,"TRUE","SPIDR"
"212094_at",-1.09684675377278,3.31702612676429,-8.03608995933476,4.89892289544918e-13,8.28226992296488e-12,18.9984879574881,"TRUE","PEG10"
"227959_at",-1.23393324663982,4.09227959429498,-8.03464514148136,4.93765341625142e-13,8.34516848635383e-12,18.9907242606942,"TRUE","ANKRD9"
"1570125_at",1.14005194733465,4.22822488642975,8.03451618534721,4.94112502387674e-13,8.34845521262239e-12,18.9900313402937,"TRUE","GHET1"
"237832_at",2.48233492458022,4.66515446948184,8.03257157257556,4.99377043012823e-13,8.4345352517176e-12,18.9795827943517,"TRUE",NA
"214446_at",-1.0975431743318,5.48127589712809,-8.0319106211214,5.01179051828334e-13,8.46000761306396e-12,18.9760316454835,"TRUE","ELL2"
"237502_at",1.28376050435899,5.49158779782377,8.03171154239376,5.0172308147665e-13,8.46657699991847e-12,18.9749620576762,"TRUE","CRLS1"
"238501_at",-1.03394471406405,3.86083015986247,-8.02896843581957,5.09279245599247e-13,8.57555982542003e-12,18.9602251008209,"TRUE",NA
"1556935_at",2.65708707816613,4.15269031210623,8.01925823687795,5.36946280795103e-13,9.01644284473964e-12,18.9080718885373,"TRUE",NA
"1563546_at",2.76320569294259,3.98372700668448,8.0169384255769,5.43773906763694e-13,9.12548752372774e-12,18.895615361865,"TRUE",NA
"205950_s_at",-2.97831186907534,7.3316273072555,-8.0159502254206,5.46708475632542e-13,9.16629435915646e-12,18.8903094590629,"TRUE","CA1"
"1559284_at",-1.07526656243934,5.58319043049319,-8.00497268108159,5.803841704072e-13,9.6863566901751e-12,18.8313829011197,"TRUE","LOC101929774"
"238439_at",1.81421251546958,8.54444007995686,8.00216059706939,5.89337134998748e-13,9.83277627587933e-12,18.8162922201274,"TRUE","ANKRD22"
"209911_x_at",1.0336090956388,9.80341200943872,8.00068217726739,5.94098906835216e-13,9.90315784488276e-12,18.8083591876178,"TRUE","H2BC5"
"233587_s_at",1.18565799115835,8.57967746364401,7.99794856404817,6.03004305098738e-13,1.00332502681903e-11,18.7936922272273,"TRUE","SIPA1L2"
"1556491_at",1.20838077086076,3.30089095884639,7.99251759184249,6.21092075655676e-13,1.02966068030546e-11,18.7645578277695,"TRUE",NA
"244319_at",-1.05111502712511,3.07641575352555,-7.99109577621021,6.2591572296103e-13,1.03671439421067e-11,18.7569316118138,"TRUE",NA
"226575_at",1.98231644728882,5.38369904136323,7.9904682773948,6.2805638544656e-13,1.03994496893673e-11,18.7535660314862,"TRUE","ZNF462"
"1562292_at",2.28888021406421,4.97921001987945,7.98837321729406,6.35256299475551e-13,1.05059401614718e-11,18.7423298539657,"TRUE","ANKRD30B"
"1564580_at",2.33196976248999,5.83200572193736,7.9855664541736,6.45030642369582e-13,1.06546979974492e-11,18.7272782452867,"TRUE",NA
"222258_s_at",-1.31612130991515,4.53613494944657,-7.97962599476897,6.66212983880345e-13,1.0978057532748e-11,18.695427701772,"TRUE","SH3BP4"
"1569759_at",2.14159391868796,4.62429588886769,7.97312618401024,6.90181631733808e-13,1.13311652040358e-11,18.6605873124206,"TRUE",NA
"239669_at",1.52425778198426,6.62856924766466,7.96974383275167,7.02991029214295e-13,1.15319635530428e-11,18.6424609859754,"TRUE",NA
